model,CIBerFS,CIBerFS,CIBerFS,CIBerNew,CIBerNew,CIBerNew,CIBerOld,CIBerOld,CIBerOld,NB,NB,NB,SVM,SVM,SVM,Logistic,Logistic,Logistic,MLP,MLP,MLP,LDA,LDA,LDA,LDA_PCA,LDA_PCA,LDA_PCA,Decision_Tree,Decision_Tree,Decision_Tree,KNN,KNN,KNN
stat,precision,recall,f1-score,precision,recall,f1-score,precision,recall,f1-score,precision,recall,f1-score,precision,recall,f1-score,precision,recall,f1-score,precision,recall,f1-score,precision,recall,f1-score,precision,recall,f1-score,precision,recall,f1-score,precision,recall,f1-score
iter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,1.0,1.0,1.0,0.9912280701754386,0.9886363636363636,0.9898280948021565,0.9827586206896552,0.9772727272727273,0.9796001631986944,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8104166666666667,0.8023538961038961,0.805008210180624
49,1.0,1.0,1.0,0.9782608695652174,0.9821428571428572,0.9797979797979798,0.9869565217391305,0.9829545454545454,0.9847215502533676,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9943820224719101,0.9955357142857143,0.9949329887765701,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8357194729743749,0.828327922077922,0.830938292476754
50,1.0,1.0,1.0,0.986842105263158,0.9831460674157304,0.9847619047619047,0.986842105263158,0.9831460674157304,0.9847619047619047,0.9955357142857143,0.9943820224719101,0.9949329887765701,1.0,1.0,1.0,1.0,1.0,1.0,0.9549180327868853,0.9382022471910112,0.9434607180488808,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8629227053140096,0.8650167020953539,0.8637705290244456
51,1.0,1.0,1.0,0.9836783029554115,0.9854278627532038,0.9845261121856866,0.9836065573770492,0.975609756097561,0.9791666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98125,0.9774700289375775,0.9792509596431165,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8656469615543613,0.8656469615543613,0.8656469615543613
52,1.0,1.0,1.0,0.958198051948052,0.9606283149734802,0.9593123792086258,0.9710743801652892,0.9593023255813953,0.9638942617666022,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8486978090119884,0.8441452468380253,0.8460591133004927
53,1.0,1.0,1.0,0.9698067632850241,0.9698067632850241,0.9698067632850241,0.9778761061946903,0.9728260869565217,0.9747213023585024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9736842105263157,0.9673913043478262,0.9696325539022168,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8410852713178294,0.8365539452495974,0.8380402874784898
54,1.0,1.0,1.0,0.960613810741688,0.9579900315329061,0.9592003263973888,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8284419730202863,0.8244329162852202,0.8260869565217391
55,1.0,1.0,1.0,0.962414810293968,0.9665435139573071,0.9642483209479302,0.9833333333333334,0.9761904761904762,0.9793303017775941,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8301953639032291,0.8347701149425287,0.8319370527870439
56,1.0,1.0,1.0,0.9737076648841355,0.9613715277777778,0.967032967032967,0.9961240310077519,0.9930555555555556,0.9945579712116677,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9961240310077519,0.9930555555555556,0.9945579712116677,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8199502023031435,0.8346354166666667,0.8253552433118996
57,1.0,1.0,1.0,0.9741370584067213,0.9752435064935066,0.9746649438828507,0.9786324786324787,0.9715909090909092,0.9744630863913787,0.995575221238938,0.9943181818181819,0.994920634920635,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7721334539242287,0.7747564935064934,0.7729508817074093
58,1.0,1.0,1.0,0.9873949579831933,0.9821428571428572,0.9845261121856866,0.9793388429752066,0.9702380952380952,0.9741140534803655,0.9957264957264957,0.9940476190476191,0.994860065277171,1.0,1.0,1.0,1.0,1.0,1.0,0.9873949579831933,0.9821428571428572,0.9845261121856866,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8224186630400669,0.8162972085385878,0.8187983743625586
59,1.0,1.0,1.0,0.9770833333333333,0.971630110184327,0.9741140534803655,0.9834710743801653,0.9759036144578312,0.9792509596431165,0.9957627118644068,0.9939759036144578,0.9948420373952289,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8376736111111112,0.8204613325095254,0.8262014483212641
60,1.0,1.0,1.0,0.9666666666666667,0.9597519966372425,0.962954142520706,0.9959349593495934,0.9935897435897436,0.9947333772218565,0.9959349593495934,0.9935897435897436,0.9947333772218565,1.0,1.0,1.0,1.0,1.0,1.0,0.9853764122056805,0.9830811265237495,0.9842001316655694,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8669006204862171,0.8790458175704077,0.871050934880722
61,1.0,1.0,1.0,0.9774774774774775,0.9734042553191489,0.9748180604870187,0.9862385321100917,0.9840425531914894,0.9849151477058454,0.9953271028037383,0.9946808510638299,0.9949787853681806,1.0,1.0,1.0,1.0,1.0,1.0,0.9799277398635087,0.9799277398635087,0.9799277398635087,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8673074966941308,0.8624046567643517,0.8637705290244456
